cores_normalized,threads_normalized,frequency_normalized,boost_frequency_normalized,cache_normalized,lithography_normalized,tdp_normalized
0.071,0.142,0.478,0.694,0.674,0.636,0.168
0.895,0.22,0.569,0.024,0.568,0.167,0.145
0.333,0.729,0.884,0.227,0.339,0.568,0.087
0.878,0.826,0.457,0.339,0.185,0.846,0.852
0.697,0.087,0.384,0.751,0.342,0.315,0.14
0.68,0.824,0.545,0.008,0.832,0.452,0.436
0.479,0.917,0.204,0.995,0.983,0.4,0.307
0.056,0.601,0.048,0.62,0.499,0.645,0.728
0.002,0.602,0.288,0.267,0.405,0.754,0.626
0.18,0.27,0.322,0.445,0.266,0.176,0.387
0.258,0.34,0.064,0.679,0.254,0.695,0.513
0.466,0.846,0.581,0.962,0.38,0.448,0.512
0.618,0.734,0.354,0.986,0.013,0.845,0.555
0.243,0.811,0.27,0.293,0.307,0.952,0.1
0.473,0.606,0.747,0.731,0.594,0.33,0.765
0.318,0.894,0.942,0.606,0.897,0.844,0.116
0.027,0.338,0.364,0.784,0.797,0.931,0.356
0.518,0.526,0.301,0.991,0.485,0.075,0.45
0.14,0.332,0.145,0.666,0.861,0.111,0.986
0.419,0.488,0.151,0.832,0.788,0.93,0.658
0.292,0.495,0.704,0.878,0.203,0.1,0.096
0.198,0.381,0.231,0.361,0.032,0.753,0.162
0.743,0.062,0.522,0.63,0.689,0.154,0.472
0.41,0.544,0.065,0.351,0.839,0.884,0.599
0.659,0.154,0.488,0.317,0.128,0.562,0.944
0.611,0.96,0.829,0.165,0.654,0.762,0.021
0.627,0.344,0.868,0.182,0.982,0.056,0.314
0.636,0.906,0.839,0.046,0.896,0.402,0.347
0.779,0.2,0.378,0.604,0.577,0.393,0.225
0.396,0.182,0.345,0.785,0.743,0.933,0.689
0.144,0.543,0.26,0.942,0.072,0.276,0.29
0.305,0.663,0.087,0.167,0.726,0.041,0.069
0.185,0.409,0.065,0.896,0.945,0.468,0.467
0.961,0.863,0.241,0.934,0.746,0.918,0.581
0.799,0.458,0.092,0.742,0.29,0.368,0.682
0.053,0.768,0.206,0.106,0.52,0.143,0.245
0.52,0.74,0.161,0.685,0.408,0.859,0.023
0.995,0.121,0.366,0.983,0.713,0.602,0.782
0.523,0.007,0.262,0.227,0.25,0.202,0.087
0.472,0.087,0.296,0.959,0.389,0.055,0.28
0.122,0.641,0.018,0.193,0.02,0.57,0.548
0.874,0.316,0.534,0.862,0.786,0.439,0.428
0.544,0.575,0.22,0.095,0.883,0.624,0.459
0.359,0.515,0.911,0.312,0.949,0.891,0.117
0.901,0.785,0.913,0.287,0.153,0.984,0.788
0.293,0.797,0.966,0.38,0.38,0.512,0.803
0.2,0.577,0.227,0.943,0.846,0.994,0.9
0.443,0.499,0.061,0.547,0.16,0.761,0.164
0.594,0.635,0.855,0.205,0.688,0.254,0.482
0.765,0.579,0.942,0.22,0.411,0.605,0.647
0.519,0.684,0.319,0.254,0.663,0.589,0.979
0.575,0.383,0.836,0.092,0.145,0.805,0.908
0.671,0.482,0.778,0.5,0.393,0.725,0.774
0.512,0.661,0.732,0.819,0.004,0.581,0.033
0.084,0.36,0.123,0.683,0.744,0.484,0.51
0.17,0.393,0.636,0.489,0.849,0.943,0.986
0.808,0.434,0.803,0.633,0.329,0.217,0.505
0.801,0.333,0.219,0.472,0.39,0.121,0.626
0.355,0.955,0.517,0.841,0.727,0.98,0.94
0.159,0.226,0.575,0.471,0.38,0.129,0.251
0.958,0.242,0.683,0.755,0.521,0.455,0.876
0.053,0.733,0.132,0.671,0.276,0.901,0.075
0.936,0.794,0.015,0.496,0.744,0.504,0.718
0.548,0.355,0.027,0.213,0.537,0.695,0.02
0.895,0.598,0.229,0.649,0.776,0.795,0.476
0.912,0.063,0.562,0.055,0.39,0.986,0.366
0.337,0.846,0.829,0.522,0.881,0.58,0.372
0.299,0.088,0.325,0.453,0.318,0.68,0.685
0.847,0.057,0.133,0.744,0.106,0.842,0.995
0.435,0.609,0.107,0.653,0.335,0.274,0.422
0.536,0.188,0.233,0.387,0.599,0.585,0.909
0.219,0.433,0.292,0.505,0.43,0.859,0.539
0.225,0.12,0.784,0.622,0.471,0.65,0.568
0.758,0.12,0.911,0.619,0.25,0.232,0.483
0.36,0.646,0.228,0.854,0.506,0.938,0.51
0.302,0.252,0.705,0.92,0.816,0.623,0.401
0.251,0.988,0.753,0.223,0.213,0.714,0.645
0.155,0.234,0.925,0.19,0.819,0.176,0.754
0.903,0.028,0.426,0.473,0.713,0.116,0.525
0.458,0.471,0.144,0.245,0.747,0.648,0.936
0.81,0.298,0.738,0.401,0.827,0.121,0.958
0.289,0.38,0.416,0.549,0.316,0.916,0.608
0.437,0.312,0.007,0.465,0.886,0.578,0.973
0.913,0.527,0.023,0.572,0.291,0.057,0.758
0.799,0.595,0.672,0.858,0.772,0.859,0.143
0.292,0.678,0.498,0.679,0.363,0.857,0.58
0.313,0.924,0.855,0.05,0.27,0.562,0.064
0.134,0.255,0.691,0.392,0.055,0.81,0.356
0.066,0.89,0.135,0.913,0.848,0.669,0.293
0.041,0.999,0.837,0.747,0.359,0.22,0.069
0.791,0.149,0.165,0.389,0.528,0.981,0.459
0.688,0.27,0.851,0.884,0.534,0.502,0.934
0.713,0.081,0.765,0.06,0.751,0.379,0.928
0.025,0.356,0.211,0.657,0.214,0.329,0.987
0.69,0.899,0.131,0.776,0.798,0.857,0.41
0.029,0.74,0.683,0.263,0.897,0.193,0.327
0.104,0.572,0.23,0.429,0.696,0.787,0.917
0.05,0.969,0.903,0.434,0.543,0.647,0.213
0.699,0.365,0.007,0.925,0.399,0.109,0.332
0.949,0.236,0.071,0.686,0.805,0.824,0.393
0.872,0.454,0.164,0.265,0.074,0.344,0.841
0.7,0.304,0.544,0.559,0.927,0.397,0.53
0.285,0.133,0.505,0.418,0.73,0.224,0.129
0.364,0.218,0.144,0.59,0.168,0.408,0.639
0.233,0.134,0.243,0.451,0.632,0.43,0.79
0.533,0.508,0.929,0.298,0.24,0.301,0.945
0.568,0.384,0.5,0.564,0.722,0.053,0.038
0.345,0.282,0.362,0.359,0.52,0.869,0.995
0.563,0.321,0.388,0.331,0.639,0.84,0.158
0.065,0.458,0.703,0.801,0.851,0.132,0.661
0.046,0.842,0.172,0.204,0.004,0.117,0.953
0.466,0.506,0.802,0.128,0.793,0.28,0.492
0.464,0.061,0.607,0.991,0.06,0.181,0.847
0.509,0.557,0.712,0.137,0.812,0.017,0.377
0.9,0.061,0.467,0.789,0.708,0.628,0.073
0.85,0.499,0.771,0.909,0.238,0.461,0.768
0.449,0.348,0.542,0.09,0.087,0.894,0.103
0.632,0.287,0.072,0.659,0.975,0.725,0.625
0.517,0.204,0.149,0.7,0.381,0.689,0.307
0.343,0.289,0.407,0.455,0.988,0.264,0.346
0.46,0.559,0.531,0.259,0.825,0.812,0.292
0.071,0.089,0.753,0.656,0.893,0.65,0.793
0.703,0.527,0.847,0.929,0.088,0.66,0.173
0.05,0.693,0.887,0.124,0.327,0.271,0.162
0.118,0.02,0.129,0.261,0.826,0.613,0.549
0.788,0.771,0.308,0.193,0.246,0.065,0.374
0.627,0.509,0.43,0.064,0.958,0.29,0.638
0.894,0.079,0.501,0.87,0.58,0.143,0.068
0.562,0.763,0.009,0.185,0.792,0.943,0.118
0.198,0.71,0.484,0.459,0.439,0.412,0.868
0.449,0.465,0.834,0.628,0.945,0.683,0.632
0.682,0.919,0.732,0.673,0.489,0.151,0.878
0.7,0.511,0.844,0.839,0.477,0.843,0.196
0.64,0.42,0.041,0.632,0.686,0.961,0.875
0.454,0.306,0.738,0.431,0.758,0.049,0.795
0.344,0.289,0.345,0.314,0.553,0.8,0.342
0.368,0.084,0.557,0.57,0.01,0.99,0.802
0.264,0.737,0.066,0.676,0.95,0.238,0.256
0.034,0.196,0.223,0.266,0.701,0.923,0.117
0.023,0.87,0.893,0.306,0.345,0.465,0.277
0.325,0.397,0.346,0.04,0.592,0.793,0.165
0.059,0.942,0.571,0.444,0.084,0.659,0.493
0.111,0.596,0.737,0.476,0.754,0.076,0.349
0.804,0.775,0.144,0.681,0.573,0.953,0.267
0.228,0.894,0.348,0.806,0.154,0.484,0.732
0.092,0.393,0.405,0.773,0.588,0.292,0.703
0.734,0.509,0.286,0.893,0.847,0.934,0.211
0.286,0.647,0.476,0.788,0.568,0.885,0.773
0.351,0.833,0.967,0.506,0.834,0.085,0.785
0.974,0.159,0.69,0.384,0.99,0.32,0.916
0.899,0.099,0.961,0.584,0.674,0.852,0.209
0.732,0.241,0.445,0.556,0.799,0.532,0.092
0.621,0.806,0.33,0.144,0.359,0.936,0.634
0.363,0.453,0.849,0.394,0.561,0.781,0.1
0.797,0.228,0.792,0.32,0.691,0.799,0.141
0.695,0.062,0.393,0.91,0.858,0.088,0.101
0.476,0.751,0.929,0.553,0.718,0.098,0.845
0.36,0.971,0.917,0.747,0.406,0.94,0.383
0.658,0.938,0.915,0.054,0.812,0.244,0.251
0.825,0.506,0.204,0.337,0.535,0.012,0.184
0.182,0.745,0.255,0.421,0.921,0.337,0.119
0.689,0.686,0.053,0.556,0.763,0.101,0.8
0.467,0.377,0.24,0.683,0.315,0.142,0.377
0.603,0.899,0.619,0.622,0.504,0.278,0.911
0.166,0.23,0.62,0.873,0.951,0.982,0.919
0.212,0.323,0.144,0.335,0.573,0.518,0.714
0.568,0.906,0.1,0.612,0.481,0.975,0.368
0.592,0.405,0.933,0.033,0.125,0.038,0.567
0.737,0.598,0.592,0.766,0.973,0.216,0.088
0.399,0.48,0.848,0.697,0.107,0.751,0.912
0.693,0.221,0.398,0.844,0.786,0.236,0.697
0.535,0.041,0.994,0.088,0.329,0.015,0.542
0.435,0.443,0.454,0.466,0.621,0.643,0.762
0.323,0.247,0.428,0.984,0.846,0.637,0.155
0.368,0.656,0.838,0.452,0.856,0.775,0.987
0.893,0.333,0.99,0.989,0.229,0.48,0.877
0.685,0.082,0.069,0.135,0.148,0.925,0.312
0.351,0.529,0.875,0.813,0.597,0.098,0.437
0.705,0.061,0.109,0.348,0.17,0.908,0.99
0.788,0.924,0.863,0.238,0.273,0.958,0.138
0.017,0.926,0.685,0.741,0.007,0.962,0.693
0.654,0.725,0.592,0.832,0.516,0.336,0.782
0.035,0.534,0.612,0.733,0.301,0.299,0.577
0.059,0.255,0.806,0.403,0.312,0.262,0.082
0.423,0.836,0.198,0.527,0.457,0.123,0.536
0.129,0.237,0.506,0.212,0.349,0.368,0.555
0.591,0.473,0.453,0.137,0.756,0.767,0.119
0.656,0.555,0.936,0.982,0.307,0.484,0.334
0.161,0.364,0.856,0.746,0.265,0.177,0.299
0.395,0.286,0.588,0.601,0.718,0.223,0.266
0.493,0.669,0.834,0.274,0.997,0.331,0.663
0.789,0.546,0.878,0.516,0.877,0.719,0.795
0.523,0.275,0.827,0.758,0.138,0.166,0.078
0.371,0.315,0.613,0.572,0.487,0.456,0.92
0.128,0.968,0.093,0.576,0.023,0.553,0.293
0.306,0.544,0.458,0.673,0.338,0.096,0.351
0.198,0.646,0.001,0.636,0.487,0.821,0.651
0.703,0.326,0.946,0.523,0.688,0.245,0.396
0.543,0.194,0.105,0.626,0.682,0.064,0.403
0.214,0.005,0.323,0.893,0.35,0.887,0.471
0.792,0.016,0.075,0.329,0.375,0.611,0.36
0.485,0.108,0.143,0.482,0.193,0.056,0.783
0.975,0.174,0.061,0.75,0.728,0.872,0.919
0.428,0.291,0.078,0.593,0.927,0.04,0.938
0.21,0.704,0.145,0.529,0.753,0.715,0.353
0.022,0.607,0.546,0.484,0.493,0.465,0.443
0.425,0.018,0.094,0.21,0.721,0.711,0.076
0.778,0.326,0.511,0.245,0.26,0.988,0.741
0.691,0.32,0.34,0.201,0.36,0.125,0.318
0.457,0.231,0.155,0.53,0.54,0.448,0.127
0.217,0.063,0.672,0.517,0.091,0.809,0.485
0.307,0.908,0.115,0.559,0.977,0.576,0.076
0.511,0.603,0.091,0.191,0.609,0.869,0.973
0.459,0.179,0.851,0.647,0.574,0.329,0.578
0.759,0.452,0.348,0.149,0.083,0.365,0.47
0.459,0.359,0.569,0.48,0.803,0.294,0.274
0.912,0.398,0.965,0.453,0.991,0.068,0.317
0.672,0.291,0.07,0.931,0.46,0.172,0.288
0.749,0.13,0.208,0.59,0.418,0.931,0.163
0.249,0.664,0.599,0.802,0.655,0.109,0.257
0.69,0.356,0.061,0.766,0.505,0.071,0.399
0.126,0.09,0.672,0.518,0.674,0.989,0.301
0.911,0.54,0.511,0.54,0.597,0.869,0.281
0.911,0.695,0.488,0.614,0.094,0.579,0.392
0.24,0.072,0.562,0.671,0.389,0.564,0.374
0.417,0.441,0.698,0.131,0.421,0.326,0.809
0.077,0.172,0.43,0.656,0.892,0.679,0.162
0.097,0.536,0.545,0.852,0.191,0.099,0.96
0.921,0.551,0.814,0.288,0.355,0.445,0.028
0.176,0.648,0.321,0.792,0.969,0.122,0.369
0.096,0.721,0.65,0.086,0.923,0.26,0.874
0.646,0.07,0.06,0.415,0.788,0.58,0.073
0.306,0.748,0.629,0.715,0.415,0.506,0.315
0.869,0.631,0.649,0.731,0.375,0.967,0.495
0.02,0.556,0.413,0.692,0.365,0.046,0.114
0.098,0.635,0.91,0.746,0.12,0.093,0.801
0.683,0.568,0.894,0.025,0.551,0.884,0.196
0.227,0.778,0.407,0.444,0.299,0.739,0.119
0.126,0.868,0.917,0.9,0.603,0.342,0.728
0.905,0.035,0.425,0.702,0.645,0.761,0.286
0.869,0.818,0.643,0.164,0.597,0.65,0.577
0.291,0.618,0.221,0.526,0.515,0.244,0.793
0.323,0.357,0.584,0.871,0.108,0.952,0.912
0.033,0.672,0.986,0.35,0.385,0.565,0.896
0.908,0.111,0.54,0.671,0.19,0.605,0.744
0.235,0.73,0.788,0.033,0.782,0.865,0.523
0.174,0.87,0.775,0.566,0.09,0.522,0.475
0.606,0.999,0.464,0.312,0.369,0.328,0.165
0.789,0.499,0.194,0.563,0.048,0.651,0.548
0.283,0.217,0.288,0.538,0.008,0.901,0.592
0.041,0.301,0.107,0.075,0.32,0.684,0.771
0.413,0.109,0.956,0.835,0.999,0.085,0.239
0.755,0.61,0.766,0.908,0.956,0.098,0.883
0.455,0.472,0.672,0.834,0.606,0.421,0.159
0.526,0.709,0.923,0.009,0.534,0.73,0.418
0.916,0.292,0.355,0.761,0.952,0.993,0.649
0.39,0.737,0.661,0.118,0.034,0.056,0.365
0.501,0.609,0.902,0.047,0.71,0.444,0.874
0.241,0.918,0.448,0.97,0.802,0.429,0.638
0.606,0.916,0.966,0.092,0.796,0.913,0.248
0.908,0.564,0.877,0.983,0.229,0.209,0.569
0.644,0.353,0.483,0.819,0.974,0.123,0.496
0.652,0.861,0.76,0.439,0.424,0.815,0.818
0.692,0.819,0.728,0.988,0.128,0.255,0.169
0.459,0.792,0.658,0.357,0.321,0.632,0.626
0.273,0.33,0.045,0.66,0.96,0.08,0.868
0.232,0.958,0.36,0.52,0.821,0.824,0.1
0.676,0.421,0.528,0.548,0.268,0.228,0.296
0.075,0.671,0.232,0.907,0.063,0.206,0.972
0.328,0.234,0.235,0.616,0.794,0.544,0.526
0.578,0.145,0.617,0.847,0.94,0.572,0.77
0.975,0.531,0.24,0.863,0.287,0.685,0.2
0.463,0.948,0.293,0.191,0.558,0.919,0.467
1,0.913,0.601,0.921,0.593,0.592,0.878
0.371,0.774,0.904,0.974,0.314,0.412,0.384
0.641,0.777,0.852,0.894,0.478,0.651,0.589
0.925,0.835,0.084,0.303,0.481,0.1,0.947
0.115,0.711,0.842,0.433,0.154,0.076,0.797
0.659,0.928,0.27,0.209,0.575,0.906,0.171
0.201,0.485,0.822,0.527,0.137,0.952,0.764
0.06,0.282,0.693,0.626,0.954,0.492,0.257
0.187,0.169,0.089,0.374,0.112,0.865,0.473
0.593,0.081,0.333,0.594,0.839,0.509,0.329
0.517,0.042,0.377,0.859,0.682,0.429,0.293
0.648,0.27,0.417,0.866,0.46,0.976,0.086
0.955,0.574,0.819,0.46,0.1,0.182,0.936
0.735,0.674,0.387,0.858,0.433,0.609,0.782
0.273,0.491,0.45,0.055,0.299,0.721,0.996
0.241,0.936,0.513,0.898,0.575,0.605,0.269
0.161,0.118,0.097,0.976,0.635,0.873,0.734
0.957,0.316,0.603,0.335,0.473,0.984,0.314
0.213,0.4,0.195,0.686,0.559,0.517,0.746
0.613,0.008,0.612,0.069,0.028,0.805,0.404
0.308,0.442,0.779,0.161,0.289,0.033,0.663
0.846,0.651,0.97,0.57,0.396,0.233,0.492
0.092,0.128,0.809,0.586,0.233,0.02,0.069
0.161,0.371,0.193,0.271,0.05,0.374,0.726
0.898,0.722,0.061,0.944,0.705,0.069,0.128
0.287,0.267,0.19,0.333,0.256,0.33,0.961
0.424,0.688,0.006,0.503,0.655,0.419,0.124
0.715,0.325,0.858,0.075,0.601,0.872,0.551
0.276,0.791,0.344,0.249,0.242,0.875,0.97
0.553,0.861,0.587,0.892,0.881,0.948,0.666
0.967,0.362,0.865,0.972,0.675,0.986,0.755
0.599,0.513,0.268,0.081,0.25,0.225,0.921
0.343,0.146,0.185,0.869,0.18,0.453,0.103
0.93,0.37,0.292,0.282,0.184,0.428,0.764
0.863,0.295,0.318,0.917,0.905,0.603,0.286
0.708,0.073,0.217,0.936,0.141,0.166,0.719
0.554,0.304,0.218,0.84,0.15,0.34,0.88
0.849,0.677,0.288,0.119,0.275,0.395,0.38
0.116,0.677,0.233,0.607,0.043,0.423,0.416
0.723,0.699,0.281,0.295,0.528,0.416,0.05
0.435,0.196,0.061,0.972,0.274,0.277,0.887
0.904,0.482,0.108,0.233,0.166,0.109,0.681
0.341,0.992,0.487,0.472,0.326,0.898,0.562
0.393,0.259,0.474,0.674,0.029,0.407,0.349
0.369,0.052,0.136,0.407,0.181,0.463,0.272
0.241,0.2,0.284,0.564,0.746,0.003,0.836
0.428,0.654,0.224,0.594,0.405,0.525,0.164
0.483,0.461,0.44,0.69,0.534,0.402,0.512
0.397,0.206,0.272,0.39,0.017,0.713,0.278
0.498,0.148,0.121,0.685,0.083,0.665,0.529
0.894,0.432,0.416,0.813,0.462,0.582,0.243
0.649,0.779,0.954,0.242,0.741,0.552,0.658
0.341,0.097,0.11,0.122,0.04,0.243,0.204
0.266,0.103,0.502,0.184,0.153,0.649,0.014
0.338,0.554,0.712,0.379,0.147,0.113,0.974
0.013,0.181,0.927,0.883,0.242,0.652,0.544
0.663,0.956,0.875,0.58,0.006,0.628,0.75
0.195,0.124,0.869,0.01,0.771,0.433,0.665
0.405,0.837,0.029,0.674,0.694,0.214,0.95
0.726,0.973,0.599,0.307,0.033,0.04,0.247
0.963,0.531,0.458,0.047,0.497,0.262,0.453
0.927,0.409,0.032,0.284,0.453,0.417,0.619
0.192,0.377,0.627,0.321,0.019,0.893,0.288
0.041,0.093,0.389,0.48,0.721,0.04,0.669
0.474,0.632,0.996,0.281,0.304,0.193,0.715
0.681,0.613,0.408,0.645,0.775,0.94,0.013
0.341,0.723,0.003,0.443,0.818,0.053,0.043
0.121,0.01,0.769,0.145,0.191,0.634,0.848
0.955,0.501,0.84,0.937,0.348,0.957,0.445
0.886,0.721,0.24,0.347,0.302,0.513,0.597
0.476,0.423,0.878,0.746,0.042,0.365,0.335
0.23,0.681,0.894,0.732,0.699,0.824,0.288
0.065,0.722,0.527,0.417,0.287,0.755,0.829
0.865,0.306,0.91,0.026,0.391,0.241,0.842
0.76,0.921,0.871,0.982,0.606,0.632,0.78
0.617,0.802,0.34,0.106,0.115,0.892,0.191
0.148,0.06,0.972,0.495,0.535,0.97,0.28
0.112,0.126,0.386,0.027,0.266,0.438,0.375
0.356,0.89,0.101,0.088,0.881,0.819,0.448
0.928,0.569,0.189,0.999,0.875,0.691,0.811
0.608,0.913,0.459,0.15,0.597,0.317,0.538
0.748,0.505,0.658,0.146,0.026,0.668,0.666
0.856,0.487,0.038,0.679,0.729,0.049,0.06
0.371,0.04,0.922,0.234,0.974,0.082,0.253
0.496,0.942,0.762,0.273,0.286,0.002,0.171
0.368,0.531,0.417,0.709,0.467,0.043,0.303
0.85,0.963,0.858,0.295,0.798,0.131,0.267
0.468,0.789,0.555,0.985,0.077,0.548,0.58
0.141,0.666,0.307,0.336,0.71,0.075,0.536
0.699,0.203,0.629,0.553,0.085,0.044,0.341
0.595,0.629,0.733,0.878,0.861,0.116,0.565
0.002,0.734,0.821,0.785,0.344,0.018,0.272
0.061,0.548,0.988,0.812,0.114,0.464,0.673
0.829,0.401,0.102,0.003,0.913,0.895,0.304
0.21,0.332,0.782,0.621,0.336,0.824,0.479
0.361,0.937,0.965,0.559,0.549,0.928,0.966
0.597,0.079,0.62,0.703,0.816,0.563,0.746
0.365,0.29,0.802,0.579,0.576,0.788,0.52
0.102,0.143,0.341,0.488,0.442,0.092,0.589
0.447,0.765,0.232,0.479,0.152,0.186,0.234
0.556,0.144,0.994,0.807,0.472,0.26,0.788
0.502,0.242,0.099,0.033,0.537,0.596,0.184
0.455,0.144,0.031,0.937,0.952,0.117,0.472
0.787,0.444,0.196,0.59,0.016,0.876,0.019
0.747,0.594,0.447,0.299,0.592,0.988,0.971
0.507,0.601,0.691,0.211,0.116,0.923,0.23
0.626,0.131,0.253,0.82,0.245,0.14,0.986
0.248,0.157,0.52,0.706,0.202,0.147,0.539
0.016,0.523,0.096,0.105,0.588,0.494,0.18
0.006,0.718,0.985,0.561,0.867,0.127,0.514
0.991,0.759,0.697,0.438,0.622,0.518,0.31
0.344,0.7,0.535,0.359,0.502,0.546,0.849
0.285,0.284,0.739,0.21,0.289,0.982,0.98
0.544,0.336,0.565,0.128,0.025,0.185,0.486
0.362,0.091,0.669,0.872,0.087,0.962,0.241
0.444,0.85,0.452,0.764,0.499,0.461,0.792
0.784,0.756,0.105,0.152,0.713,0.389,0.2
0.516,0.283,0.894,0.413,0.057,0.106,0.958
0.4,0.184,0.66,0.513,0.597,0.801,0.366
0.089,0.911,0.595,0.231,0.245,0.397,0.095
0.638,0.042,0.91,0.966,0.223,0.668,0.6
0.24,0.523,0.77,0.614,1,0.699,0.713
0.12,0.714,0.899,0.729,0.539,0.494,0.121
0.969,0.628,0.192,0.48,0.393,0.41,0.8
0.979,0.184,0.8,0.506,0.12,0.989,0.048
0.159,0.673,0.736,0.729,0.496,0.148,0.711
0.578,0.369,0.008,0.352,0.173,0.354,0.893
0.276,0.045,0.285,0.026,0.214,0.901,0.267
0.832,0.338,0.291,0.286,0.182,0.534,0.109
0.403,0.775,0.061,0.867,0.062,0.819,0.323
0.432,0.91,0.403,0.37,0.246,0.546,0.779
0.305,0.346,0.67,0.904,0.006,0.806,0.028
0.745,0.908,0.516,0.099,0.818,0.925,0.016
0.465,0.258,0.229,0.964,0.736,0.864,0.798
0.181,0.513,0.222,0.435,0.256,0.798,0.414
0.074,0.542,0.808,0.509,0.23,0.794,0.308
0.666,0.124,0.936,0.555,0.137,0.261,0.677
0.816,0.042,0.837,0.6,0.146,0.83,0.147
0.945,0.076,0.033,0.61,0.89,0.194,0.336
0.037,0.685,0.69,0.02,0.189,0.108,0.702
0.73,0.943,0.743,0.975,0.157,0.797,0.007
0.017,0.589,0.573,0.647,0.39,0.719,0.231
0.378,0.04,0.61,0.285,0.711,0.551,0.482
0.912,0.582,0.184,0.082,0.601,0.182,0.096
0.762,0.303,0.4,0.586,0.363,0.659,0.876
0.856,0.482,0.574,0.948,0.992,0.191,0.784
0.025,0.609,0.695,0.588,0.027,0.707,0.677
0.343,0.652,0.463,0.096,0.601,0.984,0.858
0.507,0.556,0.716,0.623,0.988,0.496,0.4
0.027,0.052,0.542,0.508,0.808,0.414,0.508
0.177,0.495,0.319,0.476,0.231,0.143,0.788
0.042,0.297,0.119,0.548,0.763,0.339,0.279
0.98,0.866,0.123,0.589,0.63,0.172,0.117
0.121,0.899,0.292,0.777,0.803,0.616,0.42
0.864,0.643,0.212,0.505,0.137,0.32,0.867
0.332,0.176,0.393,0.777,0.382,0.889,0.394
0.469,0.21,0.106,0.379,0.372,0.82,0.542
0.411,0.472,0.588,0.439,0.2,0.044,0.342
0.373,0.689,0.559,0.507,0.564,0.976,0.32
0.099,0.368,0.919,0.49,0.389,0.197,0.316
0.881,0.751,0.141,0.549,0.686,0.157,0.802
0.021,0.805,0.447,0.367,0.713,0.849,0.413
0.198,0.642,0.62,0.132,0.469,0.923,0.032
0.544,0.063,0.289,0.203,0.961,0.651,0.717
0.122,0.488,0.674,0.488,0.207,0.559,0.418
0.741,0.696,0.272,0.13,0.258,0.696,0.404
0.237,0.641,0.263,0.152,0.387,0.397,0.755
0.674,0.201,0.358,0.235,0.875,0.541,0.136
0.617,0.344,0.68,0.312,0.577,0.212,0.412
0.899,0.209,0.448,0.578,0.56,0.537,0.931
0.077,0.891,0.38,0.018,0.671,0.385,0.835
0.751,0.786,0.344,0.677,0.871,0.484,0.173
0.796,0.035,0.193,0.942,0.02,0.932,0.776
0.658,0.954,0.919,0.594,0.88,0.423,0.581
0.232,0.544,0.418,0.045,0.31,0.291,0.119
0.938,0.091,0.015,0.384,0.393,0.006,0.813
0.756,0.984,0.838,0.806,0.199,0.556,0.038
0.851,0.207,0.779,0.751,0.81,0.669,0.312
0.797,0.082,0.295,0.975,0.39,0.878,0.076
0.552,0.168,0.278,0.891,0.938,0.937,0.519
0.501,0.991,0.552,0.976,0.211,0.993,0.734
0.961,0.585,0.591,0.594,0.966,0.494,0.232
0.788,0.201,0.28,0.635,0.796,0.899,0.711
0.928,0.312,0.572,0.508,0.232,0.311,0.845
0.359,0.446,0.437,0.917,0.457,0.52,0.231
0.858,0.076,0.69,0.971,0.807,0.254,0.409
0.157,0.985,0.587,0.73,0.516,0.001,0.998
0.351,0.467,0.701,0.476,0.737,0.676,0.511
0.955,0.716,0.405,0.311,0.762,0.547,0.004
0.619,0.476,0.397,0.437,0.583,0.927,0.663
0.39,0.318,0.462,0.818,0.821,0.78,0.037
0.175,0.493,0.922,0.65,0.004,0.644,0.726
0.08,0.449,0.771,0.07,0.298,0.69,0.452
0.062,0.358,0.778,0.556,0.617,0.099,0.424
0.753,0.254,0.959,0.706,0.422,0.831,0.767
0.787,0.494,0.275,0.809,0.773,0.612,0.907
0.969,0.85,0.453,0.091,0.605,0.108,0.836
0.815,0.274,0.209,0.361,0.992,0.603,0.854
0.466,0.663,0.894,0.022,0.422,0.745,0.312
0.758,0.411,0.362,0.551,0.902,0.35,0.143
0.566,0.189,0.198,0.622,0.321,0.604,0.218
0.601,0.566,0.937,0.902,0.622,0.163,0.861
0.738,0.554,0.972,0.251,0.54,0.795,0.572
0.409,0.408,0.628,0.826,0.851,0.317,0.208
0.347,0.646,0.157,0.048,0.527,0.133,0.945
0.014,0.046,0.054,0.294,0.767,0.896,0.63
0.881,0.644,0.067,0.939,0.362,0.381,0.118
0.569,0.233,0.102,0.22,0.841,0.139,0.145
0.704,0.483,0.442,0.447,0.103,0.146,0.991
0.927,0.647,0.06,0.349,0.642,0.622,0.238
0.274,0.357,0.17,0.574,0.864,0.129,0.537
0.434,0.496,0.937,0.144,0.491,0.155,0.295
0.029,0.188,0.639,0.25,0.957,0.066,0.274
0.407,0.418,0.935,0.366,0.773,0.924,0.421
0.245,0.065,0.714,0.894,0.872,0.186,0.422
0.214,0.638,0.339,0.257,0.13,0.15,0.026
0.376,0.783,0.407,0.039,0.767,0.767,0.33
0.634,0.386,0.092,0.531,0.525,0.822,1
0.613,0.156,0.458,0.654,0.923,0.268,0.108
0.964,0.209,0.701,0.686,0.477,0.167,0.8
0.323,0.898,0.707,0.611,0.181,0.739,0.166
0.59,0.681,0.876,0.562,0.405,0.699,0.634
0.124,0.615,0.683,0.684,0.497,0.488,0.464
0.326,0.285,0.68,0.875,0.345,0.609,0.51
0.932,0.904,0.278,0.676,0.115,0.443,0.884
